label_id,label_name,precision,recall,f1,support
0,benign,0.8916763494243161,0.9458793209703625,0.9179784139412228,17849
1,recon,0.0,0.0,0.0,494
2,exploit,0.0,0.0,0.0,462
3,privilege_escalation,0.014492753623188406,0.015037593984962405,0.014760147601476014,266
4,lateral_movement,0.027896995708154508,0.02636916835699797,0.027111574556830033,493
5,exfiltration,0.015432098765432098,0.011467889908256881,0.013157894736842105,436
