label_id,label_name,precision,recall,f1,support
0,benign,0.9417506463356724,1.0,0.9700016303461768,17849
1,recon,0.0,0.0,0.0,494
2,exploit,0.0,0.0,0.0,462
3,privilege_escalation,1.0,0.9924812030075187,0.9962264150943396,266
4,lateral_movement,1.0,0.9939148073022313,0.9969481180061037,493
5,exfiltration,1.0,0.6720183486238532,0.803840877914952,436
